id	instruments	genres	place	coordinates	is-danced	youtube-id	start-ts	end-ts
sto-kapileio-tou-bati	Voice|Violin|Santouri|Laouto	Traditional|Nisiotiko|Aegean	Aegean-sea	38.5853888564289|25.564763646019834	1	jpktBKou-_E	4160	4346
sto-metaxy-i-ellada-taxidevei	Voice|Piano|Percussion|Bouzouki|Bass|Accordion	Newer	None	None	0	cKXi8_5_Rd4	4081	4265
sto-pa-kai-sto-xanaleo	Voice|Percussion|Oud|Ney|Lyra|Laouto|Kanonaki|Bass	Traditional|Mikrasiatiko	Asia-minor	38.5231944247523|26.521702731335296	0	Dd0IreIlLJE	4422	4760
sto-pa-kai-sto-xanaleo-2	Voice|Violin|Santouri|Laouto	Traditional|Mikrasiatiko	Asia-minor|Smyrni	38.40759370339183|27.149200099431013	0	jpktBKou-_E	42	322
sto-pyrgo-kai-sto-greveno	Voice	Traditional|Central-Greek	Central-Greece	38.87601135662379|22.319114372276747	1	00SbCAkyXhQ	2082	2225
sto-tounezi-sti-barbaria	Voice|Guitar|Bouzouki|Bass|Accordion	Laiko	None	None	1	q9e6UQh6d0c	4338	4462
ston-kobo-sti-riza	Voice|Violin|Santouri|Percussion|Laouto|Guitar	Traditional|Nisiotiko|Euboean	Euboea	38.50843106661583|24.003613925733106	1	ozHAP8gMIY8	4497	4612
ston-serriotiko-ton-kabo-strotos-nyfis	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Macedonian|Vlachic	Macedonia|Serres	41.08508489943737|23.557964014071484	1	gMz1OBS9FlQ	2530	2749
stou-linardou-ti-taverna	Voice|Percussion|Guitar|Bouzouki|Bass|Accordion	Rebetiko	None	None	0	pxhw04LZhiY	41	279
stroto-dotsikou-kai-gyrisma	Trumpet|Trombone|Percussion|Klarino	Traditional|Macedonian	Macedonia	40.910884328073564|23.22153108200181	1	UaYoyQPZEuo	5732	5933
stroto-pogonisio-rebap	Violin|Percussion|Laouto|Klarino	Traditional|Epirotic	Epirus|Pogoni	39.957398151152326|20.502372173521454	1	UaYoyQPZEuo	3585	3730
svise-ti-floga	Voice|Percussion|Guitar|Bouzouki|Bass|Accordion	Laiko	None	None	1	pxhw04LZhiY	3393	3596
sygkathisto	Violin|Percussion|Oud|Laouto|Klarino	Traditional|Thracian	Thrace	40.99020017616846|26.004757197151037	1	5z-ZGft2zCI	3647	3767
syllogismeno-se-thoro	Voice|Percussion|Oud|Lyra	Traditional|Mikrasiatiko	Asia-minor|Smyrni	38.40759370339183|27.149200099431013	1	-YUXPO1BSRw	1903	2052
sympethera	Voice|Violin|Santouri|Laouto|Guitar	Traditional|Nisiotiko|Aegean	Aegean-sea|Icaria	37.600502446388|26.159290600739173	1	5z-ZGft2zCI	5114	5190
syre-na-peis-bintagiala	Voice|Violin|Percussion|Oud|Klarino	Traditional|Nisiotiko|Aegean	Aegean-sea|Lesbos	39.23867882632123|26.256429816602346	0	mp1pK6b1Oho	4052	4256
syre-na-peis-sti-mana-sou	Voice|Violin|Santouri|Percussion|Laouto|Klarino|Guitar	Traditional|Mikrasiatiko	Asia-minor	38.5231944247523|26.521702731335296	1	5z-ZGft2zCI	5890	6004
syre-na-peis-sti-mana-sou-2	Voice|Violin|Tuba|Percussion|Guitar|Flute|Bassoon	Traditional|Arrangement	None	None	0	2_xwDiunBrs	3189	3389
syrta-sygkathista	Voice|Violin|Percussion|Oud|Laouto|Klarino	Traditional|Thracian	Thrace	40.99020017616846|26.004757197151037	1	5z-ZGft2zCI	3514	3647
syrto-araviko	Violin|Santouri|Percussion|Guitar	Traditional|Nisiotiko|Aegean	Aegean-sea|Lesbos	39.23867882632123|26.256429816602346	1	EoJoqvZukgw	3255	3336
syrto-levantiniko	Violin|Mandolin|Laouto|Guitar	Traditional|Nisiotiko|Ionian	Ionian-sea|Zakynthos	37.772294002104616|20.76145558128207	1	Aws0Y3aLaIs	2136	2257
syrtos	Santouri|Percussion|Guitar	Traditional|Nisiotiko|Aegean	Aegean-sea|Lesbos	39.23867882632123|26.256429816602346	0	mp1pK6b1Oho	886	1036
syrtos-angelos	Voice|Violin|Santouri|Percussion|Laouto	Traditional|Nisiotiko|Aegean	Aegean-sea|Chios	38.42426026626016|26.058525334235867	1	_mUIVNdIJFU	2292	2458
syrtos-chasapikos	Violin|Santouri|Laouto|Guitar	Traditional|Nisiotiko|Aegean	Aegean-sea|Samos	37.740408557878254|26.8494581451878	1	Uijl65qxrrg	4377	4558
syrtos-fereis-paralymenos-peiraiotikos-palio-sarki	Voice|Violin|Percussion|Oud|Klarino|Kanonaki	Traditional|Nisiotiko|Aegean	Aegean-sea|Chios	38.42426026626016|26.058525334235867	1	J-PqcxTXtp4	3328	3764
syrtos-geragotikos	Violin|Trumpet|Trombone|Santouri|Percussion|Klarino	Traditional|Nisiotiko|Aegean	Aegean-sea|Lesbos	39.23867882632123|26.256429816602346	1	mp1pK6b1Oho	3048	3233
syrtos-klossa	Voice|Tsampouna|Percussion	Traditional|Nisiotiko|Aegean	Aegean-sea|Chios	38.42426026626016|26.058525334235867	1	_mUIVNdIJFU	4395	4563
syrtos-kykladon	Voice|Violin|Santouri|Laouto|Bass	Traditional|Nisiotiko|Aegean	Aegean-sea	38.5853888564289|25.564763646019834	1	q9e6UQh6d0c	2020	2275
syrtos-politikos-3	Mandolin|Guitar|Bass|Accordion	Traditional|Mikrasiatiko|Politiko	Asia-minor|Poli	41.01536713612946|29.015778607989805	0	VrnG_gxNwH8	783	1014
syrtos-politikos-4	Violin|Santouri|Laouto	Traditional|Mikrasiatiko|Politiko	Asia-minor|Poli	41.01536713612946|29.015778607989805	1	jpktBKou-_E	6041	6195
syrtos-politikos-5	Violin|Laouto|Guitar	Traditional|Mikrasiatiko|Politiko	Asia-minor|Poli	41.01536713612946|29.015778607989805	1	Uijl65qxrrg	1791	2041
syrtos-protovrochia	Violin|Santouri|Laouto|Klarino|Accordion	Traditional|Nisiotiko|Aegean	Aegean-sea|Samos	37.740408557878254|26.8494581451878	1	Uijl65qxrrg	4838	4995
syrtos-samiotikos	Violin|Laouto|Guitar	Traditional|Nisiotiko|Aegean	Aegean-sea|Samos	37.740408557878254|26.8494581451878	1	Uijl65qxrrg	4034	4249
syrtos-smyrnaiikos	Violin|Santouri|Laouto|Klarino|Accordion	Traditional|Mikrasiatiko	Asia-minor|Smyrni	38.40759370339183|27.149200099431013	1	Uijl65qxrrg	5118	5329
syrtos-travichtos	Voice|Violin|Laouto	Traditional|Nisiotiko|Aegean	Aegean-sea|Kos	36.85248114414557|27.228892044478616	1	CJ7m2WduEh8	2636	2867
t-abelia	Trumpet|Trombone|Percussion|Klarino|Accordion	Traditional|Macedonian	Macedonia	40.910884328073564|23.22153108200181	1	dIqJ-N3_Tso	4374	4606
t-aidoni	Voice	Traditional|Macedonian	Macedonia	40.910884328073564|23.22153108200181	0	gMz1OBS9FlQ	232	282
t-aidoni-sygkathistos	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Macedonian	Macedonia	40.910884328073564|23.22153108200181	1	gMz1OBS9FlQ	2243	2377
ta-alitakia	Voice|Violin|Piano|Guitar|Bass|Accordion	Urban-folk|Urban-light	None	None	0	Desg3iWdxGU	42	195
ta-choria-tis-chiou	Voice|Laouto|Kanonaki	Traditional|Nisiotiko|Aegean	Aegean-sea|Chios	38.42426026626016|26.058525334235867	0	J-PqcxTXtp4	2178	2516
ta-gousta-mas	Voice|Guitar|Bouzouki|Bass|Accordion	Laiko	None	None	1	q9e6UQh6d0c	6017	6234
ta-kavourakia	Voice|Percussion|Guitar|Bouzouki|Bass|Accordion	Rebetiko	None	None	1	pxhw04LZhiY	4077	4291
ta-kavourakia-2	Voice|Guitar|Bouzouki|Bass|Accordion	Laiko	None	None	0	q9e6UQh6d0c	4122	4334
ta-logia-kai-ta-chronia-ta-chamena	Voice|Piano|Guitar|Bouzouki|Bass|Accordion	Newer|Melodized-poetry	None	None	0	cKXi8_5_Rd4	1646	1928
ta-machairia	Percussion|Lyra	Traditional|Pontian	Pontus	40.98830222241354|39.727075504282254	1	i6kJdvFwCoA	5787	5922
ta-magia	Voice|Percussion	Traditional|Mikrasiatiko	Asia-minor|Smyrni	38.40759370339183|27.149200099431013	1	-YUXPO1BSRw	5284	5434
ta-matoklada-sou-laboun	Voice|Tzouras|Tuba|Percussion|Guitar|Flute|Bassoon	Rebetiko|Arrangement	None	None	0	2_xwDiunBrs	6091	6272
ta-mavra-ta-kleftopoula	Voice|Violin|Santouri|Percussion|Laouto|Klarino	Traditional|Sarakatsani	None	None	1	cYE9_TXCmHs	4956	5198
ta-meliotakia	Voice|Violin|Santouri|Laouto	Traditional|Mikrasiatiko	Asia-minor	38.5231944247523|26.521702731335296	1	jpktBKou-_E	4344	4444
ta-melitzania	Voice|Percussion|Ney|Lyra|Laouto|Kanonaki|Bass	Traditional|Nisiotiko|Aegean	Aegean-sea|Rhodes	36.2575388880633|28.015701472634944	0	Dd0IreIlLJE	6193	6380
ta-niata	Voice|Violin|Percussion|Laouto|Klarino|Floghera	Traditional|Sarakatsani	None	None	1	FXS9jCtkFLk	3129	3361
ta-nioutsika	Voice|Violin|Tambouras|Percussion|Laouto	Traditional|Epirotic	Epirus	39.66608483034404|20.826263473906028	0	vzCauXf6VhE	2233	2454
ta-nisia	Voice|Violin|Santouri|Percussion|Guitar	Traditional|Nisiotiko|Aegean	Aegean-sea	38.5853888564289|25.564763646019834	0	mp1pK6b1Oho	3762	3986
ta-palaia-mou-vasana	Voice|Violin|Santouri|Laouto|Klarino|Accordion	Traditional|Mikrasiatiko	Asia-minor|Smyrni	38.40759370339183|27.149200099431013	1	Uijl65qxrrg	5562	5831
ta-palaia-mou-vasana-2	Voice|Tsampouna|Guitar	Traditional|Arrangement	None	None	0	2_xwDiunBrs	2714	3116
ta-pentikoudia	Voice|Violin|Percussion|Oud	Traditional|Pontian	Pontus	40.98830222241354|39.727075504282254	1	i6kJdvFwCoA	1376	1538
ta-petalakia	Voice|Percussion|Guitar|Bouzouki|Bass|Accordion	Laiko	None	None	1	pxhw04LZhiY	4528	4620
ta-potirakia-i-poutankous	Violin|Santouri|Percussion|Oud|Guitar	Traditional|Nisiotiko|Aegean	Aegean-sea|Lesbos	39.23867882632123|26.256429816602346	1	mp1pK6b1Oho	5884	6014
ta-vimata	Piano|Percussion|Ney|Lyra|Laouto|Bass	Newer	None	None	0	lBs4PyiRsIY	2782	2976
ta-xyla-2	Violin|Santouri|Laouto	Traditional|Nisiotiko|Aegean	Aegean-sea|Lesbos	39.23867882632123|26.256429816602346	0	jpktBKou-_E	2134	2230
tabachaniotikos-manes	Voice|Violin|Santouri|Guitar|Cimbalom|Bass|Accordion	Traditional|Mikrasiatiko	Asia-minor|Smyrni	38.40759370339183|27.149200099431013	0	e5WVqHyTui4	1033	1261
tagko-ikariotiko	Violin|Santouri|Laouto	Urban-folk|Nisiotiko|Aegean	Aegean-sea|Icaria	37.600502446388|26.159290600739173	0	CPLOoAZonTI	3950	4105
tas-i-ta-gaita-i-monachikon	Percussion|Klarino	Traditional|Pontian	Pontus	40.98830222241354|39.727075504282254	1	i6kJdvFwCoA	4572	4701
tasia	Voice|Violin|Percussion|Laouto	Traditional|Epirotic	Epirus	39.66608483034404|20.826263473906028	1	5z-ZGft2zCI	2657	2837
tasia-2	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Epirotic	Epirus	39.66608483034404|20.826263473906028	1	8gH9iexkXME	2591	2692
tatavliano	Voice|Violin|Santouri|Percussion|Klarino|Guitar	Traditional|Mikrasiatiko|Politiko	Asia-minor|Poli	41.01536713612946|29.015778607989805	0	vJ4F64WkQA0	12	141
tatavliano-chasapiko	Violin|Guitar|Cimbalom|Bass|Accordion	Traditional|Mikrasiatiko|Politiko	Asia-minor|Poli	41.01536713612946|29.015778607989805	0	TpK-XXFl51o	3462	3504
tessera-matia-dyo-kardies	Voice|Violin|Percussion|Laouto|Kanonaki	Traditional|Mikrasiatiko	Asia-minor	38.5231944247523|26.521702731335296	1	ozHAP8gMIY8	3897	4039
th-archiso-pikramenos	Voice|Violin|Mandolin|Laouto|Guitar	Traditional|Nisiotiko|Ionian	Ionian-sea|Zakynthos	37.772294002104616|20.76145558128207	1	Aws0Y3aLaIs	3671	3890
tha-fygo-mana-kai-tha-klais	Trumpet|Trombone|Percussion|Klarino	Traditional|Macedonian	Macedonia	40.910884328073564|23.22153108200181	1	UaYoyQPZEuo	5629	5732
tha-pao-stin-arapia	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Epirotic	Epirus	39.66608483034404|20.826263473906028	1	5z-ZGft2zCI	2107	2200
tha-parangeilo-sta-vouna	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Central-Greek	Central-Greece	38.87601135662379|22.319114372276747	1	00SbCAkyXhQ	3127	3449
tha-perpatiso-erimies	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Epirotic	Epirus	39.66608483034404|20.826263473906028	0	KzKkszPd-eM	3006	3396
tha-spaso-koupes	Voice|Percussion|Oud|Lyra	Traditional|Mikrasiatiko	Asia-minor|Smyrni	38.40759370339183|27.149200099431013	1	-YUXPO1BSRw	3787	4138
tha-spaso-koupes-2	Voice|Violin|Tambouras|Percussion|Ney|Laouto|Bass	Traditional|Mikrasiatiko	Asia-minor|Smyrni	38.40759370339183|27.149200099431013	0	vzCauXf6VhE	3420	3600
tha-spaso-koupes-3	Voice|Guitar|Bouzouki|Bass|Accordion	Traditional|Mikrasiatiko	Asia-minor|Smyrni	38.40759370339183|27.149200099431013	1	q9e6UQh6d0c	4817	5106
tha-to-pieis-ena-potiri	Voice|Mandolin|Guitar|Bass	Urban-folk|Urban-light	None	None	0	GgGRYZMKezE	1161	1349
tha-tragoudo-tha-tragoudo-isame-ti-deftera	Voice|Percussion	Traditional|Mikrasiatiko	Asia-minor	38.5231944247523|26.521702731335296	1	-YUXPO1BSRw	6096	6158
tha-vro-mourmouri-mpaglama	Voice|Guitar|Bouzouki|Bass|Accordion	Laiko	None	None	0	vl46xtCpsEw	2602	2762
tha-xanartheis-2	Voice|Guitar|Bass|Accordion	Newer|Urban-light	None	None	0	VrnG_gxNwH8	5678	5848
thalassa	Violin|Percussion|Ney|Laouto|Bass	Traditional|Mikrasiatiko	Asia-minor	38.5231944247523|26.521702731335296	0	V-8YVU5FnTo	1587	1784
thalassa-ontas-giomizeis	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Sarakatsani	None	None	1	FXS9jCtkFLk	6035	6177
thalassa-platia	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Epirotic	Epirus|Metsovo	39.77279687831799|21.180210833893486	1	wFOvhBpFM1o	6132	6282
thalassa-platia-2	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Epirotic	Epirus|Metsovo	39.77279687831799|21.180210833893486	0	qrOwc1mLFUk	2404	2508
thalassaki	Voice|Violin|Santouri|Laouto|Bass	Traditional|Nisiotiko|Aegean	Aegean-sea	38.5853888564289|25.564763646019834	1	q9e6UQh6d0c	1298	1428
thelo-na-anevo-se-vouno	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Peloponnesian	Peloponnese	37.200485993306756|22.362045452582027	1	6bLFhgwoKsY	4141	4330
thelo-na-papseis-na-gelas	Voice|Guitar|Bouzouki|Baglamas|Accordion	Rebetiko	None	None	0	YEPmaDr_UMA	3642	3817
thelo-sta-bouzoukia	Voice|Percussion|Guitar|Bouzouki|Bass|Accordion	Laiko	None	None	1	pxhw04LZhiY	5747	5932
theloun-n-anthisoun-ta-klaria	Voice|Violin	Traditional|Epirotic	Epirus	39.66608483034404|20.826263473906028	0	niplI7Bv-30	656	949
thermiotikos-2	Voice|Violin|Laouto|Bass	Traditional|Nisiotiko|Aegean	Aegean-sea	38.5853888564289|25.564763646019834	0	V-8YVU5FnTo	4950	5169
thessalomakedoniko	Violin|Percussion|Laouto|Klarino	Traditional|Macedonian	Macedonia	40.910884328073564|23.22153108200181	0	8gH9iexkXME	1195	1255
thodora-thessaloniki	Voice|Violin|Santouri|Percussion|Laouto|Klarino	Traditional|Macedonian	Macedonia|Thessaloniki	40.62282153764636|22.96295173349486	0	U6oWHEVNvfY	1274	1405
thymisou	Trumpet|Trombone|Percussion|Klarino|Accordion	Urban-folk|Urban-light	None	None	1	dIqJ-N3_Tso	5479	5664
thymisou-2	Voice|Violin|Piano|Guitar|Bass|Accordion	Urban-folk|Urban-light	None	None	0	Desg3iWdxGU	971	1163
ti-echeis-kaimene-platane	Voice|Violin|Santouri|Percussion|Laouto|Klarino	Traditional|Central-Greek	Central-Greece	38.87601135662379|22.319114372276747	0	cYE9_TXCmHs	597	908
ti-echeis-rina-m	Voice|Violin|Percussion|Laouto|Klarino|Guitar	Traditional|Central-Greek|Arvanitic	Central-Greece	38.87601135662379|22.319114372276747	1	GIOAt5GHt3I	5647	5736
ti-ein-afto-pou-to-lene-agapi	Voice|Violin|Piano|Guitar|Bass|Accordion	Urban-folk|Urban-light	None	None	0	Desg3iWdxGU	5055	5191
ti-einai-afto-pou-to-lene-agapi	Voice|Piano	Newer	None	None	0	zkoqg3VRVLA	2760	2904
ti-kala-to-leei-t-aidoni	Voice|Percussion|Ney|Lyra|Laouto|Kanonaki|Bass	Traditional|Thracian	Thrace	40.99020017616846|26.004757197151037	0	Dd0IreIlLJE	3323	3546
ti-magia-se-echoune-potisei	Voice|Bouzouki	Rebetiko	None	None	0	YEPmaDr_UMA	2916	3050
ti-montsonos	Percussion|Lyra	Traditional|Pontian	Pontus	40.98830222241354|39.727075504282254	1	i6kJdvFwCoA	4984	5083
ti-na-ta-kano-ta-flouria-thelo-na-rixei-mia-vrochi-tsamika	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Epirotic	Epirus	39.66608483034404|20.826263473906028	1	ifRo_Z05kuQ	5154	5366
ti-romiosyni-mi-tin-klais	Voice|Piano|Guitar|Bouzouki|Bass|Accordion	Laiko|Melodized-poetry	None	None	0	cKXi8_5_Rd4	42	209
ti-se-melei-esenane	Voice|Violin|Santouri|Percussion|Oud|Laouto|Klarino	Traditional|Mikrasiatiko	Asia-minor|Smyrni	38.40759370339183|27.149200099431013	1	5z-ZGft2zCI	5708	5801
ti-simera-ti-avrio-ti-tora	Voice|Piano|Guitar|Bouzouki|Bass|Accordion	Laiko	None	None	0	zkoqg3VRVLA	3871	4036
ti-thalassa-ti-galani	Voice|Violin|Santouri|Percussion|Laouto|Guitar	Traditional|Nisiotiko|Aegean	Aegean-sea	38.5853888564289|25.564763646019834	1	5z-ZGft2zCI	3884	3958
ti-thalassa-ti-galani-2	Voice|Violin|Santouri|Laouto	Traditional|Nisiotiko|Aegean	Aegean-sea|Kos	36.85248114414557|27.228892044478616	1	CJ7m2WduEh8	4988	5120
ti-thalassa-ti-galani-3	Voice|Violin|Santouri|Laouto|Bass	Traditional|Nisiotiko|Aegean	Aegean-sea	38.5853888564289|25.564763646019834	1	q9e6UQh6d0c	1427	1561
tik-diplon	Voice|Percussion|Klarino	Traditional|Pontian	Pontus	40.98830222241354|39.727075504282254	1	i6kJdvFwCoA	5273	5404
tik-tromachton	Percussion|Lyra|Laouto|Floghera	Traditional|Pontian	Pontus	40.98830222241354|39.727075504282254	1	VmaUraZpvI8	1198	1291
tin-akri-akri-to-gialo	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Sarakatsani	None	None	1	FXS9jCtkFLk	2116	2377
tin-chrysi-mou-tin-parea	Voice|Floghera	Traditional|Sarakatsani	None	None	1	FXS9jCtkFLk	795	931
tin-perdika-pou-piasame	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Epirotic	Epirus|Konitsa	40.05962666536191|20.733372899966845	0	qrOwc1mLFUk	1691	1745
tinos-na-po-ton-pono-mou	Voice|Percussion|Oud|Ney|Lyra|Kanonaki|Bass	Traditional|Nisiotiko|Aegean	Aegean-sea|Lesbos	39.23867882632123|26.256429816602346	0	Dd0IreIlLJE	5997	6135
tis-agia-sofias	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Sarakatsani	None	None	1	FXS9jCtkFLk	1431	1660
tis-dikaiosynis-ilie-noite	Voice|Piano|Guitar|Bouzouki|Bass|Accordion	Laiko|Melodized-poetry	None	None	0	cKXi8_5_Rd4	367	665
tis-erythraias-to-nero	Voice|Percussion	Traditional|Mikrasiatiko	Asia-minor|Smyrni	38.40759370339183|27.149200099431013	1	-YUXPO1BSRw	1559	1704
tis-labros-to-tragoudi	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Peloponnesian	Peloponnese	37.200485993306756|22.362045452582027	1	o4XzhbCL0QM	2555	2763
tis-mavras-to-stoicheio	Voice	Traditional|Peloponnesian	Peloponnese|Kalavryta	38.02253753321499|22.117596423290088	0	6bLFhgwoKsY	1083	1132
tis-michanis-to-forema	Voice	Traditional|Nisiotiko|Aegean	Aegean-sea|Kalymnos	36.987573229226555|26.988755984703815	0	-Lae0QmE15A	3042	3177
tis-moiras-to-paihnidi	Voice|Guitar|Bouzouki|Bass|Accordion	Laiko	None	None	0	vl46xtCpsEw	5104	5285
tis-sousas	Voice	Traditional|Nisiotiko|Aegean	Aegean-sea|Chios	38.42426026626016|26.058525334235867	0	_mUIVNdIJFU	764	925
tis-to-vgalane	Voice|Violin|Santouri|Percussion|Laouto|Guitar	Rebetiko	None	None	1	0cj8BNcAhg4	5369	5528
tis-triantafyllias-ta-fylla	Voice|Violin|Santouri|Laouto	Traditional|Nisiotiko|Aegean	Aegean-sea	38.5853888564289|25.564763646019834	0	EoJoqvZukgw	6119	6238
tis-xeniteias	Voice	Traditional|Peloponnesian	Peloponnese|Kalavryta	38.02253753321499|22.117596423290088	0	6bLFhgwoKsY	1565	1695
titara	Percussion|Lyra	Traditional|Pontian	Pontus	40.98830222241354|39.727075504282254	1	i6kJdvFwCoA	5087	5194
to-aroma	Voice|Percussion|Mandolin|Guitar|Floghera	Traditional|Nisiotiko|Aegean	Aegean-sea|Leros	37.14755671861759|26.843283690546272	0	XpfvGga-5tU	3316	3556
to-diavatirio	Voice|Guitar|Bouzouki|Bass|Accordion	Laiko	None	None	0	ysRZQuuew_A	3247	3431
to-filerimo-trygoni	Voice|Violin|Percussion|Laouto|Kanonaki	Traditional|Mikrasiatiko	Asia-minor	38.5231944247523|26.521702731335296	1	ozHAP8gMIY8	3782	3897
to-gialo-gialo	Voice|Violin|Tambouras|Percussion|Ney|Laouto	Traditional|Epirotic	Epirus	39.66608483034404|20.826263473906028	0	vzCauXf6VhE	3043	3233
to-gramma-2	Voice|Piano|Guitar|Bouzouki|Bass|Accordion	Rebetiko	None	None	0	tzCMruLs9bM	2571	2818
to-gramma-3	Voice|Guitar	Newer	None	None	0	ysRZQuuew_A	5281	5601
to-kastro-diplos	Voice	Traditional|Nisiotiko|Aegean	Aegean-sea|Chios	38.42426026626016|26.058525334235867	1	J-PqcxTXtp4	2686	2938
to-klama-tis-penias-manolis-chiotis-christos-kolokotronis	Voice|Guitar|Bouzouki|Bass|Accordion	Rebetiko	None	None	0	L3fe3KGksU8	5251	5479
to-klenisma-ti-nyfes	Zournas|Percussion	Traditional|Pontian	Pontus	40.98830222241354|39.727075504282254	0	i6kJdvFwCoA	2988	3087
to-krasi-ki-an-to-pino	Voice|Guitar|Bouzouki|Bass|Accordion	Rebetiko	None	None	0	GgGRYZMKezE	3699	3899
to-laiko-tsigaro	Voice|Guitar|Bouzouki|Bass|Accordion	Laiko	None	None	0	vl46xtCpsEw	1367	1545
to-mathate-more-paidia	Voice|Violin|Percussion|Laouto	Traditional|Peloponnesian	Peloponnese	37.200485993306756|22.362045452582027	1	o4XzhbCL0QM	3497	3549
to-mathate-ti-egine	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Peloponnesian	Peloponnese	37.200485993306756|22.362045452582027	1	o4XzhbCL0QM	5393	5576
to-mentil	Zournas|Percussion	Traditional|Pontian	Pontus	40.98830222241354|39.727075504282254	1	i6kJdvFwCoA	2638	2760
to-naftopoulo	Voice	Traditional|Nisiotiko|Aegean	Aegean-sea|Chios	38.42426026626016|26.058525334235867	0	_mUIVNdIJFU	1262	1363
to-organaki	Voice|Guitar|Bouzouki|Baglamas|Accordion	Rebetiko	None	None	0	YEPmaDr_UMA	3333	3519
to-paidi-tou-dromou	Voice|Violin|Santouri|Percussion|Laouto|Guitar	Rebetiko	None	None	0	0cj8BNcAhg4	1	222
to-parapono-tou-laoutou	Laouto	Newer	None	None	0	tbbAWeVEHFQ	48	195
to-porpateman-ti-nyfes	Zournas|Percussion	Traditional|Pontian	Pontus	40.98830222241354|39.727075504282254	1	i6kJdvFwCoA	3087	3197
to-pos-apokoimithika	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Sarakatsani	None	None	1	FXS9jCtkFLk	1701	1906
to-proi-me-xypnas-me-filia-2	Voice|Guitar|Bass|Accordion	Newer|Urban-light	None	None	0	VrnG_gxNwH8	6411	6595
to-prosfygaki	Voice|Violin|Santouri|Laouto|Kanonaki|Guitar	Rebetiko|Mikrasiatiko	Asia-minor	38.5231944247523|26.521702731335296	0	0cj8BNcAhg4	581	856
to-skalopati-sou	Voice|Violin|Piano|Guitar|Accordion	Urban-folk|Urban-light	None	None	0	Desg3iWdxGU	3282	3467
to-stoicheiomeno-spiti-giorgos-lafkas-charalabos-vasileiadis	Voice|Guitar|Bouzouki|Baglamas|Accordion	Rebetiko	None	None	0	L3fe3KGksU8	3848	4068
to-tavernaki	Voice|Guitar|Bouzouki|Baglamas|Accordion	Laiko	None	None	0	YEPmaDr_UMA	566	755
to-traino-germanias-athinon	Voice|Guitar|Bouzouki|Bass|Baglamas|Accordion	Laiko	None	None	0	ysRZQuuew_A	3771	3940
to-tram-to-teleftaio	Voice|Piano|Guitar|Bouzouki|Bass|Accordion	Laiko	None	None	0	zkoqg3VRVLA	943	1063
to-trelovaporo	Voice|Piano|Guitar|Bouzouki|Bass|Accordion	Newer|Melodized-poetry	None	None	0	cKXi8_5_Rd4	6342	6587
to-tseliotaki	Voice	Traditional|Peloponnesian	Peloponnese|Arcadia	37.521613336357674|22.372682419794433	1	o4XzhbCL0QM	4839	5048
to-vespaki-to-koritsi-mou-ki-ego	Voice|Violin|Piano|Guitar|Bass|Accordion	Urban-folk|Urban-light	None	None	0	Desg3iWdxGU	3474	3660
ton-vaion	Voice|Percussion|Lyra|Laouto	Traditional|Pontian	Pontus	40.98830222241354|39.727075504282254	0	VmaUraZpvI8	3352	3551
tora-ein-o-mais	Voice|Violin|Percussion|Laouto|Klarino|Guitar	Traditional|Central-Greek	Central-Greece	38.87601135662379|22.319114372276747	1	GIOAt5GHt3I	967	1123
tora-to-kontovrado	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Peloponnesian	Peloponnese	37.200485993306756|22.362045452582027	1	6bLFhgwoKsY	5230	5349
tou-ai-giorgi	Voice	Traditional|Nisiotiko|Aegean	Aegean-sea|Chios	38.42426026626016|26.058525334235867	0	_mUIVNdIJFU	1680	1752
tou-angeli-goviou-syrtos	Voice	Traditional|Nisiotiko|Euboean	Euboea	38.50843106661583|24.003613925733106	0	ozHAP8gMIY8	624	736
tou-angeli-tou-goviou	Voice|Violin|Laouto	Traditional|Nisiotiko|Euboean	Euboea	38.50843106661583|24.003613925733106	0	ozHAP8gMIY8	415	595
tou-kitsou-i-mana	Voice|Violin|Percussion|Oud|Laouto|Klarino	Traditional|Central-Greek	Central-Greece	38.87601135662379|22.319114372276747	0	8gH9iexkXME	3805	4041
tou-kyr-tasou	Trumpet|Trombone|Percussion|Klarino|Accordion	Traditional|Macedonian	Macedonia	40.910884328073564|23.22153108200181	1	dIqJ-N3_Tso	5826	6095
tou-livykou-to-pelagos	Voice|Tambouras|Percussion|Ney|Guitar	Newer	None	None	0	XpfvGga-5tU	1236	1504
